pygame 2.1.2 (SDL 2.0.16, Python 3.10.2)
Hello from the pygame community. https://www.pygame.org/contribute.html
['/dev/video0']
         771455 function calls (765972 primitive calls) in 3.935 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       46    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        9    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       13    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       13    0.000    0.000    0.001    0.000 sre_parse.py:937(parse)
        9    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        8    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        7    0.000    0.000    0.000    0.000 subprocess.py:1029(__enter__)
        7    0.000    0.000    0.000    0.000 subprocess.py:1032(__exit__)
       12    0.000    0.000    0.000    0.000 subprocess.py:1060(__del__)
       14    0.000    0.000    0.000    0.000 subprocess.py:1075(_get_devnull)
       12    0.000    0.000    0.000    0.000 subprocess.py:1199(wait)
       12    0.000    0.000    0.000    0.000 subprocess.py:1222(_close_pipe_fds)
       12    0.000    0.000    0.000    0.000 subprocess.py:1583(_get_handles)
       12    0.000    0.000    0.003    0.000 subprocess.py:1682(_execute_child)
       12    0.000    0.000    0.000    0.000 subprocess.py:1846(_handle_exitstatus)
       12    0.000    0.000    0.000    0.000 subprocess.py:1858(_internal_poll)
       12    0.000    0.000    0.000    0.000 subprocess.py:1893(_try_wait)
       12    0.000    0.000    0.000    0.000 subprocess.py:1906(_wait)
       12    0.000    0.000    0.000    0.000 subprocess.py:246(_cleanup)
       12    0.000    0.000    0.004    0.000 subprocess.py:753(__init__)
        1    0.000    0.000    0.000    0.000 synthesis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 synthesis.py:135(TremoloEnvelope)
        1    0.000    0.000    0.000    0.000 synthesis.py:169(SynthesisSource)
        1    0.000    0.000    0.000    0.000 synthesis.py:264(Silence)
        1    0.000    0.000    0.000    0.000 synthesis.py:274(WhiteNoise)
        1    0.000    0.000    0.000    0.000 synthesis.py:281(Sine)
        1    0.000    0.000    0.000    0.000 synthesis.py:316(Triangle)
        1    0.000    0.000    0.000    0.000 synthesis.py:360(Sawtooth)
        1    0.000    0.000    0.000    0.000 synthesis.py:400(Square)
        1    0.000    0.000    0.000    0.000 synthesis.py:442(FM)
        1    0.000    0.000    0.000    0.000 synthesis.py:47(Envelope)
        1    0.000    0.000    0.000    0.000 synthesis.py:495(Digitar)
        1    0.000    0.000    0.000    0.000 synthesis.py:53(FlatEnvelope)
        1    0.000    0.000    0.000    0.000 synthesis.py:70(LinearDecayEnvelope)
        1    0.000    0.000    0.000    0.000 synthesis.py:91(ADSREnvelope)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
      223    0.000    0.000    0.000    0.000 threading.py:546(is_set)
      223    0.001    0.000    0.003    0.000 threading.py:550(isSet)
        2    0.000    0.000    0.000    0.000 types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 util.py:140(__init__)
       19    0.000    0.000    0.000    0.000 util.py:156(get_decoders)
       19    0.000    0.000    0.000    0.000 util.py:164(<listcomp>)
        2    0.000    0.000    0.000    0.000 util.py:167(add_decoders)
        1    0.000    0.000    0.000    0.000 util.py:179(add_encoders)
      171    0.000    0.000    0.000    0.000 util.py:209(__eq__)
        7    0.000    0.000    0.021    0.003 util.py:270(_findSoname_ldconfig)
        7    0.000    0.000    0.021    0.003 util.py:327(find_library)
       84    0.000    0.000    0.000    0.000 util.py:45(asbytes)
      491    0.000    0.000    0.000    0.000 util.py:49(<genexpr>)
      406    0.000    0.000    0.000    0.000 util.py:61(asstr)
      252    0.000    0.000    0.001    0.000 vertexattribute.py:221(create_attribute)
      252    0.001    0.000    0.001    0.000 vertexattribute.py:272(__init__)
      293    0.001    0.000    0.002    0.000 vertexattribute.py:310(get_region)
       84    0.000    0.000    0.000    0.000 vertexattribute.py:383(__init__)
     5539    0.003    0.000    0.010    0.000 vertexattribute.py:387(enable)
     5539    0.006    0.000    0.013    0.000 vertexattribute.py:390(set_pointer)
       84    0.000    0.000    0.000    0.000 vertexattribute.py:469(__init__)
     5539    0.003    0.000    0.010    0.000 vertexattribute.py:474(enable)
     5539    0.006    0.000    0.013    0.000 vertexattribute.py:477(set_pointer)
       84    0.000    0.000    0.001    0.000 vertexattribute.py:511(__init__)
     5539    0.004    0.000    0.011    0.000 vertexattribute.py:518(enable)
     5539    0.007    0.000    0.014    0.000 vertexattribute.py:521(set_pointer)
      252    0.003    0.000    0.005    0.000 vertexbuffer.py:292(__init__)
    16617    0.016    0.000    0.038    0.000 vertexbuffer.py:310(bind)
    16617    0.013    0.000    0.034    0.000 vertexbuffer.py:313(unbind)
      177    0.000    0.000    0.000    0.000 vertexbuffer.py:343(__del__)
      252    0.001    0.000    0.006    0.000 vertexbuffer.py:383(__init__)
    16617    0.012    0.000    0.050    0.000 vertexbuffer.py:390(bind)
      293    0.000    0.000    0.001    0.000 vertexbuffer.py:422(get_region)
        3    0.000    0.000    0.000    0.000 vertexbuffer.py:426(resize)
      293    0.000    0.000    0.000    0.000 vertexbuffer.py:467(__init__)
      400    0.000    0.000    0.001    0.000 vertexbuffer.py:473(invalidate)
      252    0.001    0.000    0.008    0.000 vertexbuffer.py:89(create_mappable_buffer)
       84    0.000    0.000    0.012    0.000 vertexdomain.py:125(create_domain)
       84    0.000    0.000    0.003    0.000 vertexdomain.py:133(<listcomp>)
       84    0.001    0.000    0.010    0.000 vertexdomain.py:158(__init__)
       59    0.000    0.000    0.000    0.000 vertexdomain.py:229(__del__)
       97    0.000    0.000    0.000    0.000 vertexdomain.py:238(_safe_alloc)
       97    0.000    0.000    0.001    0.000 vertexdomain.py:262(create)
     5539    0.064    0.000    0.246    0.000 vertexdomain.py:274(draw)
     1500    0.000    0.000    0.000    0.000 vertexdomain.py:321(_is_empty)
       97    0.000    0.000    0.000    0.000 vertexdomain.py:347(__init__)
       72    0.000    0.000    0.001    0.000 vertexdomain.py:406(delete)
      125    0.000    0.000    0.002    0.000 vertexdomain.py:443(_set_attribute_data)
       83    0.000    0.000    0.001    0.000 vertexdomain.py:450(colors)
        2    0.000    0.000    0.000    0.000 vertexdomain.py:539(tex_coords)
      190    0.000    0.000    0.001    0.000 vertexdomain.py:592(vertices)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:78(_nearest_pow2)
      252    0.001    0.000    0.002    0.000 vertexdomain.py:90(create_attribute_usage)
       79    0.002    0.000    1.024    0.013 video_manager.py:114(frame)
        1    0.000    0.000    0.000    0.000 video_manager.py:29(__init__)
        3    0.000    0.000    0.001    0.000 video_manager.py:39(check_camera)
        1    0.000    0.000    0.000    0.000 video_manager.py:64(fps)
        1    0.000    0.000    0.000    0.000 video_manager.py:68(fps)
        1    0.000    0.000    0.000    0.000 wave.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wave.py:100(get_file_extensions)
        1    0.000    0.000    0.000    0.000 wave.py:110(WaveEncoder)
        1    0.000    0.000    0.000    0.000 wave.py:112(get_file_extensions)
        1    0.000    0.000    0.000    0.000 wave.py:145(get_decoders)
        1    0.000    0.000    0.000    0.000 wave.py:149(get_encoders)
        1    0.000    0.000    0.000    0.000 wave.py:46(WAVEDecodeException)
        1    0.000    0.000    0.000    0.000 wave.py:50(WaveSource)
        1    0.000    0.000    0.000    0.000 wave.py:98(WaveDecoder)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:106(remove)
       33    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
       53    0.000    0.000    0.000    0.000 weakref.py:153(__contains__)
       20    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
       20    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
       20    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
       12    0.000    0.000    0.000    0.000 weakref.py:47(__new__)
      312    0.001    0.000    0.001    0.000 weakref.py:69(__call__)
      223    0.001    0.000    0.428    0.002 xlib.py:101(step)
       60    0.000    0.000    0.000    0.000 xlib.py:122(__init__)
        1    0.000    0.000    0.000    0.000 xlib.py:126(compatible)
        1    0.000    0.000    0.000    0.000 xlib.py:133(is_complete)
        1    0.000    0.000    0.000    0.000 xlib.py:154(get_screens)
       60    0.007    0.000    0.007    0.000 xlib.py:187(__init__)
      217    0.000    0.000    0.000    0.000 xlib.py:187(fileno)
        6    0.000    0.000    0.001    0.000 xlib.py:190(select)
        1    0.000    0.000    0.000    0.000 xlib.py:199(get_visual_info)
        1    0.000    0.000    0.001    0.001 xlib.py:202(create_context)
      223    0.002    0.000    0.002    0.000 xlib.py:207(poll)
        1    0.000    0.000    0.001    0.001 xlib.py:210(__init__)
        1    0.000    0.000    0.007    0.007 xlib.py:218(get_matching_configs)
        1    0.000    0.000    0.000    0.000 xlib.py:239(set_vsync)
      222    0.000    0.000    0.000    0.000 xlib.py:255(_wait_vsync)
        2    0.000    0.000    0.000    0.000 xlib.py:299(__init__)
        1    0.000    0.000    0.001    0.001 xlib.py:313(__init__)
        1    0.000    0.000    0.003    0.003 xlib.py:332(attach)
      226    0.004    0.000    0.009    0.000 xlib.py:342(set_current)
      222    1.623    0.007    1.623    0.007 xlib.py:370(flip)
        1    0.000    0.000    0.000    0.000 xlib.py:380(_create_glx_context)
        1    0.000    0.000    0.007    0.007 xlib.py:50(match)
      217    0.000    0.000    0.000    0.000 xlib.py:75(fileno)
        1    0.000    0.000    0.007    0.007 xlib.py:87(<listcomp>)
      223    0.000    0.000    0.004    0.000 xlib.py:87(poll)
       33    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x7f22683520c0}
        7    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      499    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
     1703    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        7    0.006    0.001    0.006    0.001 {built-in method _ctypes.dlopen}
        7    0.000    0.000    0.000    0.000 {built-in method _ctypes.pointer}
      255    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
      222    0.000    0.000    0.001    0.000 {built-in method _heapq.heappop}
      232    0.000    0.000    0.000    0.000 {built-in method _heapq.heappushpop}
      225    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
       30    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      235    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       32    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      235    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.076    0.076    0.076    0.076 {built-in method _portaudio.initialize}
       12    0.002    0.000    0.002    0.000 {built-in method _posixsubprocess.fork_exec}
       13    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      267    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        7    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       76    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       86    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      223    0.003    0.000    0.003    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  180/179    0.002    0.000    0.004    0.000 {built-in method builtins.__build_class__}
     17/6    0.000    0.000    0.048    0.008 {built-in method builtins.__import__}
      193    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      318    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
     31/1    0.000    0.000    3.937    3.937 {built-in method builtins.exec}
     1601    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
   133915    0.012    0.000    0.012    0.000 {built-in method builtins.hasattr}
9293/6776    0.001    0.000    0.003    0.000 {built-in method builtins.hash}
     5858    0.001    0.000    0.001    0.000 {built-in method builtins.id}
   136780    0.009    0.000    0.009    0.000 {built-in method builtins.isinstance}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
7591/7541    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      741    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      595    0.000    0.000    0.000    0.000 {built-in method builtins.min}
1451/1437    0.001    0.000    0.001    0.000 {built-in method builtins.next}
      644    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
     1942    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       90    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       11    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       30    0.000    0.000    0.000    0.000 {built-in method io.open_code}
       32    0.000    0.000    0.000    0.000 {built-in method io.open}
       30    0.003    0.000    0.003    0.000 {built-in method marshal.loads}
       12    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
       43    0.000    0.000    0.000    0.000 {built-in method posix.close}
      477    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       27    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
      267    0.001    0.000    0.001    0.000 {built-in method posix.lstat}
        7    0.000    0.000    0.000    0.000 {built-in method posix.open}
       24    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       12    0.000    0.000    0.000    0.000 {built-in method posix.read}
      268    0.001    0.000    0.001    0.000 {built-in method posix.scandir}
      131    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        7    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       12    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       12    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 {built-in method pygame._camera.Camera}
        1    0.000    0.000    0.000    0.000 {built-in method pygame._camera.list_cameras}
       59    0.403    0.007    0.403    0.007 {built-in method pygame.image.tostring}
      217    0.421    0.002    0.421    0.002 {built-in method select.select}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       42    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       12    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        3    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      451    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
      223    0.000    0.000    0.000    0.000 {built-in method time.time}
      113    0.000    0.000    0.000    0.000 {built-in method unicodedata.category}
        3    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       31    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       98    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      268    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
      225    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      333    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       19    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     5248    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
      223    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
       31    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      415    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       53    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      319    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     2018    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       51    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       16    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
     2590    0.001    0.000    0.002    0.000 {method 'get' of 'dict' objects}
       60    0.261    0.004    0.261    0.004 {method 'get_image' of 'Camera' objects}
       60    0.000    0.000    0.000    0.000 {method 'get_size' of 'Camera' objects}
     8723    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
     1071    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
        3    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     1888    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     1045    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
      552    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
       21    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      384    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      182    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       56    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      228    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       56    0.005    0.000    0.005    0.000 {method 'read' of '_io.BufferedReader' objects}
        6    0.014    0.002    0.014    0.002 {method 'read' of '_io.TextIOWrapper' objects}
      225    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      118    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      286    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
      110    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      200    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
      489    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        7    0.012    0.002    0.012    0.002 {method 'search' of 're.Pattern' objects}
       19    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       49    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      366    0.000    0.000    0.003    0.000 {method 'sort' of 'list' objects}
      804    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'start' of 'Camera' objects}
      441    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      259    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.003    0.003 {method 'sub' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       91    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}


